pack_name;title;level;tags_raw;Category;display_title_en;display_title_tr
YDS Set 002;146-The Rebirth of the Feminist Movement (Feminist Hareketin Yeniden Doğuşu);B1;"society; feminism; women";Women's Studies & Feminism;The Rebirth of the Feminist Movement;Feminist Hareketin Yeniden Doğuşu
YDS Set 002;147-The Scorpion: A Creature of Hot Climates (Akrep: Sıcak İklimlerin Yaratığı);B1;"biology; animals; nature";Biology & Animals;The Scorpion: A Creature of Hot Climates;Akrep: Sıcak İklimlerin Yaratığı
YDS Set 002;148-The Timeless Air of Old Istanbul (Eski İstanbul'un Zamansız Havası);B1;"travel; culture; history";Food & Agriculture;The Timeless Air of Old Istanbul;Eski İstanbul'un Zamansız Havası
YDS Set 002;149-The Yanomami of the Amazon (Amazon'un Yanomamileri);B1;"anthropology; nature; indigenous";Anthropology & Archaeology;The Yanomami of the Amazon;Amazon'un Yanomamileri
YDS Set 002;150-Tolerance Culture (Hoşgörü Kültürü);B1;"culture; tolerance; Turkey";Culture & Society;Tolerance Culture;Hoşgörü Kültürü
YDS Set 002;151-Travel and Tourism (Seyahat ve Turizm);B1;"travel; tourism; economy";Travel & Geography;Travel and Tourism;Seyahat ve Turizm
YDS Set 002;152-Travel Insurance (Seyahat Sigortası);B1;"travel; insurance; safety";Travel & Geography;Travel Insurance;Seyahat Sigortası
YDS Set 002;153-Travellers' Tales (Gezginlerin Hikayeleri);B1;"travel; humour; stories";Travel & Geography;Travellers' Tales;Gezginlerin Hikayeleri
YDS Set 002;154-Turkey and Macedonia Sign Cooperation Protocol (Türkiye ve Makedonya'dan İşbirliği Protokolü);B1;"politics; international relations; turkey";Politics & Government;Turkey and Macedonia Sign Cooperation Protocol;Türkiye ve Makedonya'dan İşbirliği Protokolü
YDS Set 002;155-Understanding Computer Databases (Bilgisayar Veri Tabanlarını Anlamak);B1;"technology; computers; data";Science & Technology;Understanding Computer Databases;Bilgisayar Veri Tabanlarını Anlamak
YDS Set 002;156-Understanding Drought (Kuraklığı Anlamak);B1;"environment; weather; science";Environment & Nature;Understanding Drought;Kuraklığı Anlamak
YDS Set 002;157-Venus (Venüs);B1;"astronomy; science; space";Astronomy & Space;Venus;Venüs
YDS Set 002;158-Videos for Kids: Fun Yes - Facts Yes - Violence No (Çocuklar İçin Videolar: Eğlence Evet - Bilgi Evet - Şiddet Hayır);B1;"education; media; children";Education;Videos for Kids: Fun Yes - Facts Yes - Violence No;Çocuklar İçin Videolar: Eğlence Evet - Bilgi Evet - Şiddet Hayır
YDS Set 002;159-What A Good Idea (Ne İyi Bir Fikir);B1;"technology; inventions; patents";Science & Technology;What A Good Idea;Ne İyi Bir Fikir
YDS Set 002;160-Where to Invest Your Money (Paranızı Nereye Yatırmalı);B1;"finance; investment; saving";Economics & Business;Where to Invest Your Money;Paranızı Nereye Yatırmalı
YDS Set 002;161-Women's Colleges (Kadın Kolejleri);B1;"education; women; history";Women's Studies & Feminism;Women's Colleges;Kadın Kolejleri
YDS Set 002;162-Young Women in Extreme Sports (Ekstrem Sporlarda Genç Kadınlar);B1;"sports; extreme sports; gender";Sports;Young Women in Extreme Sports;Ekstrem Sporlarda Genç Kadınlar
YDS Set 002;163-Your Helping Hand Can Turn Despair Into Hope (Yardım Eliniz Umutsuzluğu Umuda Dönüştürebilir);B1;"charity; poverty; development";Youth & Children;Your Helping Hand Can Turn Despair Into Hope;Yardım Eliniz Umutsuzluğu Umuda Dönüştürebilir
YDS Set 003;164-A Year of Ups and Downs: 2012 in Review (Acısıyla Tatlısıyla 2012 Yılı);B2;"current affairs; politics; economics";Politics & Government;A Year of Ups and Downs: 2012 in Review;Acısıyla Tatlısıyla 2012 Yılı
YDS Set 003;165-Aamir Khan: A Bollywood Icon (Aamir Khan: Bir Bollywood İkonu);B2;"cinema; biography; india";Art, Music & Literature;Aamir Khan: A Bollywood Icon;Aamir Khan: Bir Bollywood İkonu
YDS Set 003;166-Advertising (Reklamcılık);B2;"marketing; consumer";Economics & Business;Advertising;Reklamcılık
YDS Set 003;167-Architectural Innovations and Sustainable Urban Development in the 21st Century (21. Yüzyılda Mimari Yenilikler ve Sürdürülebilir Kentsel Gelişim);B2;"architecture; urban planning; environment";Architecture & Urban Planning;Architectural Innovations and Sustainable Urban Development in the 21st Century;21. Yüzyılda Mimari Yenilikler ve Sürdürülebilir Kentsel Gelişim
YDS Set 003;168-Barasana Indians of the Vaupes (Vaupes'in Barasana Yerlileri);B2;"indigenous; anthropology; culture";Anthropology & Archaeology;Barasana Indians of the Vaupes;Vaupes'in Barasana Yerlileri
YDS Set 003;169-Beyond Drugs (İlaçların Ötesinde);B2;"health; medicine; epilepsy";Health & Medicine;Beyond Drugs;İlaçların Ötesinde
YDS Set 003;170-BGM: More Than It Seems (Arka Plan Müziği: Göründüğünden Daha Fazlası);B2;"music; psychology; consumer behavior";Art, Music & Literature;BGM: More Than It Seems;Arka Plan Müziği: Göründüğünden Daha Fazlası
YDS Set 003;171-Biological Clocks (Biyolojik Saatler);B2;"biology; science";Science & Technology;Biological Clocks;Biyolojik Saatler
YDS Set 003;172-Children and Learning (Çocuklar ve Öğrenme);B2;"education; children; learning";Education;Children and Learning;Çocuklar ve Öğrenme
YDS Set 003;173-Choosing a Career (Kariyer Seçimi);B2;"work; career; psychology";Economics & Business;Choosing a Career;Kariyer Seçimi
YDS Set 003;174-Columbus's Voyage To America (Kolomb'un Amerika'ya Yolculuğu);B2;"history; Columbus; America";History;Columbus's Voyage To America;Kolomb'un Amerika'ya Yolculuğu
YDS Set 003;175-Comets (Kuyruklu Yıldızlar);B2;"astronomy; space; science";Astronomy & Space;Comets;Kuyruklu Yıldızlar
YDS Set 003;176-Communication and Culture (İletişim ve Kültür);B2;"culture; communication; ethnocentrism";Linguistics & Communication;Communication and Culture;İletişim ve Kültür
YDS Set 003;177-Computers (Bilgisayarlar);B2;"technology; computers; emotion recognition";Science & Technology;Computers;Bilgisayarlar
YDS Set 003;178-Cooperative Education (Kooperatif Eğitim);B2;"education; work; university";Education;Cooperative Education;Kooperatif Eğitim
YDS Set 003;179-Creative Process (Yaratıcılık Süreci);B2;"creativity; writing; art";Art, Music & Literature;Creative Process;Yaratıcılık Süreci
YDS Set 003;180-Crimes (Suçlar);B2;"society; law; justice";Law & Crime;Crimes;Suçlar
YDS Set 003;181-Data Encryptation (Veri Şifreleme);B2;"technology; security; computers";Science & Technology;Data Encryptation;Veri Şifreleme
YDS Set 003;182-DDT (DDT);B2;"environment; pollution; science";Environment & Nature;DDT;DDT
YDS Set 003;183-Deforestation and Erosion (Ormansızlaşma ve Erozyon);B2;"environment; ecology";Environment & Nature;Deforestation and Erosion;Ormansızlaşma ve Erozyon
YDS Set 003;184-Democracy: A Form of Governance (Demokrasi: Bir Yönetim Biçimi);B2;"politics; democracy; government";Politics & Government;Democracy: A Form of Governance;Demokrasi: Bir Yönetim Biçimi
YDS Set 003;185-Desert Plants (Çöl Bitkileri);B2;"biology; plants; nature";Biology & Animals;Desert Plants;Çöl Bitkileri
YDS Set 003;186-Development and Third World (Kalkınma ve Üçüncü Dünya);B2;"economics; development";Economics & Business;Development and Third World;Kalkınma ve Üçüncü Dünya
YDS Set 003;187-Disaster at Sea (Denizde Felaket);B2;"rescue; safety; UK";Defense & Security;Disaster at Sea;Denizde Felaket
YDS Set 003;188-Disasters in the Third World (Üçüncü Dünyada Felaketler);B2;"world issues; poverty; disaster";Environment & Nature;Disasters in the Third World;Üçüncü Dünyada Felaketler
YDS Set 003;189-Distilling Oil (Petrol Damıtma);B2;"science; energy; industry";Energy & Resources;Distilling Oil;Petrol Damıtma
YDS Set 003;190-Distribution of Nutrients in Plants (Bitkilerde Besin Dağılımı);B2;"biology; science; plants";Biology & Animals;Distribution of Nutrients in Plants;Bitkilerde Besin Dağılımı
YDS Set 003;191-Double Glazing (Çift Cam);B2;"home; energy; DIY";Energy & Resources;Double Glazing;Çift Cam
YDS Set 003;192-Downtown Fire Survivor (Şehir Merkezi Yangınından Kurtulan);B2;"news; disaster; human interest";Media & Communication;Downtown Fire Survivor;Şehir Merkezi Yangınından Kurtulan
YDS Set 003;193-Dreams (Rüyalar);B2;"psychology; sleep; dreams";Psychology & Health;Dreams;Rüyalar
YDS Set 003;194-Dry Food (Kuru Gıda);B2;"food; science; preservation";Science & Technology;Dry Food;Kuru Gıda
YDS Set 003;195-Dynamite (Dinamit);B2;"science; history; technology";Science & Technology;Dynamite;Dinamit
YDS Set 003;196-Earthquake Prediction (Deprem Tahmini);B2;"science; geology; earthquakes";Environment & Nature;Earthquake Prediction;Deprem Tahmini
YDS Set 003;197-Earthquakes (Depremler);B2;"science; geology; natural disaster";Environment & Nature;Earthquakes;Depremler
YDS Set 003;198-E-books E-merge (E-kitaplar Ortaya Çıkıyor);B2;"technology; e-books; publishing";Science & Technology;E-books E-merge;E-kitaplar Ortaya Çıkıyor
YDS Set 003;199-Ecosystems (Ekosistemler);B2;"ecology; environment; science";Environment & Nature;Ecosystems;Ekosistemler
YDS Set 003;200-Educational Standards (Eğitim Standartları);B2;"education; society; parenting";Education;Educational Standards;Eğitim Standartları
YDS Set 003;201-Electric Shocks (Elektrik Çarpmaları);B2;"safety; electricity; science";Science & Technology;Electric Shocks;Elektrik Çarpmaları
YDS Set 003;202-Elements (Elementler);B2;"science; chemistry; atoms";Science & Technology;Elements;Elementler
YDS Set 003;203-Endangered Species (Nesli Tükenmekte Olan Türler);B2;"animals; nature; environment";Environment & Nature;Endangered Species;Nesli Tükenmekte Olan Türler
YDS Set 003;204-Energy (Enerji);B2;"energy; environment; technology";Environment & Nature;Energy;Enerji
YDS Set 003;205-Enough! (Yeter!);B2;"economics; consumerism; simplicity";Economics & Business;Enough!;Yeter!
YDS Set 003;206-Environment & Society (Çevre ve Toplum);B2;"environment; society; sustainability";Environment & Nature;Environment & Society;Çevre ve Toplum
YDS Set 003;207-EU Health Costs (AB Sağlık Masrafları);B2;"health; economics; EU";Psychology & Health;EU Health Costs;AB Sağlık Masrafları
YDS Set 003;208-EU in Latin America (AB Latin Amerika'da);B2;"EU; democracy; Latin America";Politics & Government;EU in Latin America;AB Latin Amerika'da
YDS Set 003;209-EU Pressure on Greece (AB'nin Yunanistan'a Baskısı);B2;"EU; economics; Greece";Economics & Business;EU Pressure on Greece;AB'nin Yunanistan'a Baskısı
YDS Set 003;210-Europe's Leadership and Turkey's Future (Avrupa'nın Liderliği ve Türkiye'nin Geleceği);B2;"politics; eu; turkey";Politics & Government;Europe's Leadership and Turkey's Future;Avrupa'nın Liderliği ve Türkiye'nin Geleceği
YDS Set 003;211-Expressing Feelings (Duyguları İfade Etmek);B2;"emotions; psychology";Psychology & Health;Expressing Feelings;Duyguları İfade Etmek
YDS Set 003;212-Fall of the Mediterranean (Akdeniz'in Çöküşü);B2;"environment; pollution; sea";Environment & Nature;Fall of the Mediterranean;Akdeniz'in Çöküşü
YDS Set 003;213-Fashion: The Art Of The Body (Moda: Vücudun Sanatı);B2;"culture; fashion; body decoration";Fashion & Clothing;Fashion: The Art Of The Body;Moda: Vücudun Sanatı
YDS Set 003;214-Felt Image (Hissedilen İmge);B2;"psychology; body; perception";Psychology & Health;Felt Image;Hissedilen İmge
YDS Set 003;215-Food (Gıda);B2;"agriculture; environment; technology";Environment & Nature;Food;Gıda
YDS Set 003;216-Food Aid (Gıda Yardımı);B2;"world issues; poverty; food";Food & Agriculture;Food Aid;Gıda Yardımı
YDS Set 003;217-Food for the Starving (Açlar İçin Yiyecek);B2;"food; poverty; world issues";Food & Agriculture;Food for the Starving;Açlar İçin Yiyecek
YDS Set 003;218-Fossil Fuels (Fosil Yakıtlar);B2;"energy; environment; natural resources";Environment & Nature;Fossil Fuels;Fosil Yakıtlar
YDS Set 003;219-Fresh Water (Tatlı Su);B2;"environment; water; science";Environment & Nature;Fresh Water;Tatlı Su
YDS Set 003;220-Galdikas and Orangutans (Galdikas ve Orangutanlar);B2;"animals; environment; science";Environment & Nature;Galdikas and Orangutans;Galdikas ve Orangutanlar
YDS Set 003;221-Genetic Factors in Obesity (Obezitede Genetik Faktörler);B2;"health; science; genetics";Science & Technology;Genetic Factors in Obesity;Obezitede Genetik Faktörler
YDS Set 003;222-Genetic Geography (Genetik Coğrafya);B2;"science; genetics; human genome";Science & Technology;Genetic Geography;Genetik Coğrafya
YDS Set 003;223-Gentle Giants of the Earth (Yerlerin nazik devleri);B2;"animals; nature; africa";Biology & Animals;Gentle Giants of the Earth;Yerlerin nazik devleri
YDS Set 003;224-Ghosts (Hayaletler);B2;"paranormal; story; mystery";Paranormal & Mystery;Ghosts;Hayaletler
YDS Set 003;225-Global Warming (Küresel Isınma);B2;"environment; science; weather";Environment & Nature;Global Warming;Küresel Isınma
YDS Set 003;226-Global Warming (Küresel Isınma);B2;"environment; climate change; science";Environment & Nature;Global Warming;Küresel Isınma
YDS Set 003;227-Gregory Mendel (Gregor Mendel);B2;"science; biology; genetics";Science & Technology;Gregory Mendel;Gregor Mendel
YDS Set 003;228-Happiness is a Choice (Mutluluk Bir Seçimdir);B2;"happiness; life; psychology";Psychology & Health;Happiness is a Choice;Mutluluk Bir Seçimdir
YDS Set 003;229-Healthy Eating for Diabetics (Diyabetikler İçin Sağlıklı Beslenme);B2;"health; disease; diet";Health & Medicine;Healthy Eating for Diabetics;Diyabetikler İçin Sağlıklı Beslenme
YDS Set 003;230-Heat-waves (Isı Dalgaları);B2;"science; botany; climate";Environment & Nature;Heat-waves;Isı Dalgaları
YDS Set 003;231-Henry Ford (Henry Ford);B2;"biography; Henry Ford; automobile";History;Henry Ford;Henry Ford
YDS Set 003;232-History of Astronomy (Astronomi Tarihi);B2;"astronomy; science; history";Astronomy & Space;History of Astronomy;Astronomi Tarihi
YDS Set 003;233-History of Farming (Tarım Tarihi);B2;"history; agriculture; society";Food & Agriculture;History of Farming;Tarım Tarihi
YDS Set 003;234-History of Space Travel (Uzay Seyahati Tarihi);B2;"space; science; history";Astronomy & Space;History of Space Travel;Uzay Seyahati Tarihi
YDS Set 003;235-Hospital Conditions (Hastane Koşulları);B2;"health; social issues";Psychology & Health;Hospital Conditions;Hastane Koşulları
YDS Set 003;236-How Crucial Is Dreaming? (Rüya Görmek Ne Kadar Önemli?);B2;"psychology; sleep; dreams";Psychology & Health;How Crucial Is Dreaming?;Rüya Görmek Ne Kadar Önemli?
YDS Set 003;237-How Memory Works (Hafıza Nasıl Çalışır);B2;"psychology; brain; science";Psychology & Health;How Memory Works;Hafıza Nasıl Çalışır
YDS Set 003;238-How to be a Happier Mother (Daha Mutlu Bir Anne Nasıl Olunur);B2;"parenting; psychology; health";Psychology & Health;How to be a Happier Mother;Daha Mutlu Bir Anne Nasıl Olunur
YDS Set 003;239-How to Use the Reader's Guide (Okuyucu Rehberi Nasıl Kullanılır);B2;"education; research; library";Education;How to Use the Reader's Guide;Okuyucu Rehberi Nasıl Kullanılır
YDS Set 003;240-How Well Can Horses Hear? (Atlar Ne Kadar İyi Duyar?);B2;"animals; horses; hearing";Biology & Animals;How Well Can Horses Hear?;Atlar Ne Kadar İyi Duyar?
YDS Set 003;241-Human Infants (İnsan Yavruları);B2;"psychology; child development; parenting";Psychology & Health;Human Infants;İnsan Yavruları
YDS Set 003;242-Hydroponics (Hidroponik);B2;"science; agriculture; technology";Science & Technology;Hydroponics;Hidroponik
YDS Set 003;243-Illegal Tapes (Yasadışı Kasetler);B2;"music; crime; business";Art, Music & Literature;Illegal Tapes;Yasadışı Kasetler
YDS Set 003;244-Inflation (Enflasyon);B2;"economics; finance; business";Economics & Business;Inflation;Enflasyon
YDS Set 003;245-Intelligence (Zeka);B2;"psychology; intelligence; mind";Psychology & Health;Intelligence;Zeka
YDS Set 003;246-IQ or EQ? (IQ mu Yoksa EQ mu?);B2;"psychology; business; intelligence";Psychology & Health;IQ or EQ?;IQ mu Yoksa EQ mu?
YDS Set 003;247-J.Y. Cousteau (J.Y. Cousteau);B2;"biography; ocean; science";Science & Technology;J.Y. Cousteau;J.Y. Cousteau
YDS Set 003;248-Japanese Freedom (Japon Özgürlüğü);B2;"history; Japan; politics";Politics & Government;Japanese Freedom;Japon Özgürlüğü
YDS Set 003;249-Jesse Owens (Jesse Owens);B2;"biography; Jesse Owens; Olympics";History;Jesse Owens;Jesse Owens
YDS Set 003;250-Join Greenpeace Today! (Bugün Greenpeace'e Katılın!);B2;"environment; activism; conservation";Environment & Nature;Join Greenpeace Today!;Bugün Greenpeace'e Katılın!
YDS Set 003;251-Junk Food & No Exercise - The New Lifestyle (Abur Cubur ve Egzersizsizlik - Yeni Yaşam Tarzı);B2;"health; modern life; diet";Health & Medicine;Junk Food & No Exercise - The New Lifestyle;Abur Cubur ve Egzersizsizlik - Yeni Yaşam Tarzı
YDS Set 003;252-Just As Good As the Original? (Orijinali Kadar İyi mi?);B2;"art; forgery; crime";Art, Music & Literature;Just As Good As the Original?;Orijinali Kadar İyi mi?
YDS Set 003;253-Keys to Quicker Learning (Daha Hızlı Öğrenmenin Anahtarları);B2;"education; learning; psychology";Education;Keys to Quicker Learning;Daha Hızlı Öğrenmenin Anahtarları
YDS Set 003;254-King Arthur (Kral Arthur);B2;"history; legend; King Arthur";Paranormal & Mystery;King Arthur;Kral Arthur
YDS Set 003;255-Language Learning (Dil Öğrenimi);B2;"education; language; learning";Education;Language Learning;Dil Öğrenimi
YDS Set 003;256-Language: Is It Always Spoken? (Dil: Her Zaman Konuşulur mu?);B2;"language; sign language; babies";Linguistics & Communication;Language: Is It Always Spoken?;Dil: Her Zaman Konuşulur mu?
YDS Set 003;257-Lasers in Medicine (Tıpta Lazerler);B2;"health; medicine; technology";Health & Medicine;Lasers in Medicine;Tıpta Lazerler
YDS Set 003;258-Laying Insomnia to Rest (Uykusuzluğa Son Vermek);B2;"health; sleep; psychology";Psychology & Health;Laying Insomnia to Rest;Uykusuzluğa Son Vermek
YDS Set 003;259-Letters: Advertising on TV (Mektuplar: TV'de Reklam);B2;"media; advertising; society";Media & Communication;Letters: Advertising on TV;Mektuplar: TV'de Reklam
YDS Set 003;260-Life in Space (Uzayda Yaşam);B2;"space; science; technology";Science & Technology;Life in Space;Uzayda Yaşam
YDS Set 003;261-Life Regrets (Hayat Pişmanlıkları);B2;"life; philosophy; reflection";Ethics & Philosophy;Life Regrets;Hayat Pişmanlıkları
YDS Set 003;262-Like Father, Like Son (Babaya Çeker, Oğul Babaya Çeker);B2;"sociology; family; father-son relationship";Family & Relationships;Like Father, Like Son;Babaya Çeker, Oğul Babaya Çeker
YDS Set 003;263-Limits: TV-Watching Is Not a Constitutional Right (Sınır Koymak: TV İzlemek Anayasal Bir Hak Değildir);B2;"parenting; media; children";Education;Limits: TV-Watching Is Not a Constitutional Right;Sınır Koymak: TV İzlemek Anayasal Bir Hak Değildir
YDS Set 003;264-Logical Sequence (Mantıksal Sıra);B2;"genetics; language; comprehension";Linguistics & Communication;Logical Sequence;Mantıksal Sıra
YDS Set 003;265-Loneliness (Yalnızlık);B2;"psychology; society; emotion";Psychology & Health;Loneliness;Yalnızlık
YDS Set 003;266-Loneliness Prevails (Yalnızlık Hüküm Sürüyor);B2;"psychology; society; loneliness";Psychology & Health;Loneliness Prevails;Yalnızlık Hüküm Sürüyor
YDS Set 003;267-Love as an Art Form (Bir Sanat Olarak Sevgi);B2;"psychology; philosophy; love";Psychology & Health;Love as an Art Form;Bir Sanat Olarak Sevgi
YDS Set 003;268-Margaret Mee (Margaret Mee);B2;"biography; art; environment";Art, Music & Literature;Margaret Mee;Margaret Mee
YDS Set 003;269-Marketing (Pazarlama);B2;"business; marketing; advertising";Economics & Business;Marketing;Pazarlama
YDS Set 003;270-Marriage: East and West (Evlilik: Doğu ve Batı);B2;"culture; marriage; relationships";Family & Relationships;Marriage: East and West;Evlilik: Doğu ve Batı
YDS Set 003;271-Marry Me Not My Money (Benimle Evlen, Paramla Değil);B2;"sociology; marriage; prenuptial agreement";Culture & Society;Marry Me Not My Money;Benimle Evlen, Paramla Değil
YDS Set 003;272-Mathematics (Matematik);B2;"science; mathematics; education";Science & Technology;Mathematics;Matematik
YDS Set 003;273-Meat? No Thanks (Et mi? Hayır Teşekkürler);B2;"health; diet; lifestyle";Health & Medicine;Meat? No Thanks;Et mi? Hayır Teşekkürler
YDS Set 003;274-Medicine in the Seventies (Yetmişlerde Tıp);B2;"health; medicine; history";Health & Medicine;Medicine in the Seventies;Yetmişlerde Tıp
YDS Set 003;275-Meeting the Captain (Kaptanla Tanışma);B2;"story; literature; childhood";Art, Music & Literature;Meeting the Captain;Kaptanla Tanışma
YDS Set 003;276-Melting Pot Or Salad Bowl (Eritme Potası mı Salata Kasesi mi);B2;"sociology; culture; immigration";Culture & Society;Melting Pot Or Salad Bowl;Eritme Potası mı Salata Kasesi mi
YDS Set 003;277-Memory (Hafıza);B2;"psychology; memory; science";Psychology & Health;Memory;Hafıza
YDS Set 003;278-Men, Women and Money (Erkekler, Kadınlar ve Para);B2;"psychology; relationships; money";Psychology & Health;Men, Women and Money;Erkekler, Kadınlar ve Para
YDS Set 003;279-Merchant Of Venom (Zehir Tüccarı);B2;"biology; spiders; venom";Biology & Animals;Merchant Of Venom;Zehir Tüccarı
YDS Set 003;280-Middle East Water: Critical Resource (Orta Doğu Suyu: Kritik Kaynak);B2;"environment; water; politics";Environment & Nature;Middle East Water: Critical Resource;Orta Doğu Suyu: Kritik Kaynak
YDS Set 003;281-Minerals (Mineraller);B2;"health; nutrition; science";Health & Medicine;Minerals;Mineraller
YDS Set 003;282-Minnie (Minnie);B2;"animals; story; UK";Biology & Animals;Minnie;Minnie
YDS Set 003;283-Mission to Mars (Mars'a Görev);B2;"astronomy; space; technology";Astronomy & Space;Mission to Mars;Mars'a Görev
YDS Set 003;284-Music or Noise? (Müzik ya da Gürültü?);B2;"physics; sound; music";Art, Music & Literature;Music or Noise?;Müzik ya da Gürültü?
YDS Set 003;285-Nasa Listens for Space Aliens (Nasa Uzaylıları Dinliyor);B2;"astronomy; space; technology";Astronomy & Space;Nasa Listens for Space Aliens;Nasa Uzaylıları Dinliyor
YDS Set 003;286-Nicotine Addiction (Nikotin Bağımlılığı);B2;"health; smoking; addiction";Psychology & Health;Nicotine Addiction;Nikotin Bağımlılığı
YDS Set 003;287-Nirvana Behind Bars (Parmaklıklar Ardında Nirvana);B2;"health; meditation; prison";Psychology & Health;Nirvana Behind Bars;Parmaklıklar Ardında Nirvana
YDS Set 003;288-Norway and EU (Norveç ve AB);B2;"politics; EU; international relations";Politics & Government;Norway and EU;Norveç ve AB
YDS Set 003;289-Nuclear Threat (Nükleer Tehdit);B2;"nuclear; war; science";Science & Technology;Nuclear Threat;Nükleer Tehdit
YDS Set 003;290-Oceans (Okyanuslar);B2;"environment; oceans; law";Environment & Nature;Oceans;Okyanuslar
YDS Set 003;291-Old Friends (Eski Arkadaşlar);B2;"friendship; relationships";Family & Relationships;Old Friends;Eski Arkadaşlar
YDS Set 003;292-Orson Welles (Orson Welles);B2;"biography; film; cinema";Art, Music & Literature;Orson Welles;Orson Welles
YDS Set 003;293-Over-Amplification (Aşırı Amplifikasyon);B2;"health; hearing; music";Psychology & Health;Over-Amplification;Aşırı Amplifikasyon
YDS Set 003;294-Paleogeography (Paleocoğrafya);B2;"science; geology; geography";Environment & Nature;Paleogeography;Paleocoğrafya
YDS Set 003;295-Parental Authority (Ebeveyn Otoritesi);B2;"psychology; family; parenting";Family & Relationships;Parental Authority;Ebeveyn Otoritesi
YDS Set 003;296-Patterns of Ocean Life (Okyanus Yaşamının Düzenleri);B2;"ecology; environment; science";Environment & Nature;Patterns of Ocean Life;Okyanus Yaşamının Düzenleri
YDS Set 003;297-Penguin Creches (Penguen Kreşleri);B2;"animals; penguins; behavior";Biology & Animals;Penguin Creches;Penguen Kreşleri
YDS Set 003;298-Pesticide Control (Böcek İlacı Kontrolü);B2;"environment; agriculture; science";Environment & Nature;Pesticide Control;Böcek İlacı Kontrolü
YDS Set 003;299-Pollution (1) (Kirlilik 1);B2;"environment; pollution; science";Environment & Nature;Pollution (1);Kirlilik 1
YDS Set 003;300-Pollution (2) (Kirlilik 2);B2;"environment; pollution; air";Environment & Nature;Pollution (2);Kirlilik 2
YDS Set 003;301-Polystyrene (Polistiren);B2;"environment; pollution; recycling";Environment & Nature;Polystyrene;Polistiren
YDS Set 003;302-Population Growth (Nüfus Artışı);B2;"environment; society; economics";Environment & Nature;Population Growth;Nüfus Artışı
YDS Set 003;303-Protecting Architectural Heritage (Mimari Mirasın Korunması);B2;"architecture; culture; heritage";Architecture & Urban Planning;Protecting Architectural Heritage;Mimari Mirasın Korunması
YDS Set 003;304-Punishment Takes Many Forms (Cezanın Birçok Biçimi Vardır);B2;"law; justice; prison system";Law & Crime;Punishment Takes Many Forms;Cezanın Birçok Biçimi Vardır
YDS Set 003;305-Recycling Waste (Atık Geri Dönüşümü);B2;"environment; recycling; waste";Environment & Nature;Recycling Waste;Atık Geri Dönüşümü
YDS Set 003;306-Refrigeration (Soğutma);B2;"science; physics; technology";Science & Technology;Refrigeration;Soğutma
YDS Set 003;307-Rituals of Marriage in American Culture (Amerikan Kültüründe Evlilik Ritüelleri);B2;"culture; marriage; society";Culture & Society;Rituals of Marriage in American Culture;Amerikan Kültüründe Evlilik Ritüelleri
YDS Set 003;308-Romanies: 1,000 Years on the Road (Romanlar: Yollarda 1.000 Yıl);B2;"history; society; culture";Culture & Society;Romanies: 1,000 Years on the Road;Romanlar: Yollarda 1.000 Yıl
YDS Set 003;309-Salt (Tuz);B2;"health; food; science";Psychology & Health;Salt;Tuz
YDS Set 003;310-School for Change (Değişim Okulu);B2;"education; international; college";Education;School for Change;Değişim Okulu
YDS Set 003;311-Science Of The Supermarket (Süpermarketin Bilimi);B2;"psychology; marketing; consumer behavior";Psychology & Health;Science Of The Supermarket;Süpermarketin Bilimi
YDS Set 003;312-Scottish Village Sticks By Its Benefactor (İskoç Köyü Hayırseverine Sahip Çıkıyor);B2;"crime; fraud; embezzlement";Law & Crime;Scottish Village Sticks By Its Benefactor;İskoç Köyü Hayırseverine Sahip Çıkıyor
YDS Set 003;313-Sex Discrimination in the Workplace (İşyerinde Cinsiyet Ayrımcılığı);B2;"society; work; women";Culture & Society;Sex Discrimination in the Workplace;İşyerinde Cinsiyet Ayrımcılığı
YDS Set 003;314-Sharing Harvest (Hasatı Paylaşmak);B2;"art; sharing; nature";Environment & Nature;Sharing Harvest;Hasatı Paylaşmak
YDS Set 003;315-Shopaholism (Alışveriş Bağımlılığı);B2;"psychology; money; society";Psychology & Health;Shopaholism;Alışveriş Bağımlılığı
YDS Set 003;316-Shoplifting (Mağaza Hırsızlığı);B2;"crime; retail; technology";Science & Technology;Shoplifting;Mağaza Hırsızlığı
YDS Set 003;317-Siblings (Kardeşler);B2;"psychology; birth order; personality";Psychology & Health;Siblings;Kardeşler
YDS Set 003;318-Singapore's Traffic Policy (Singapur'un Trafik Politikası);B2;"society; transport; economics";Culture & Society;Singapore's Traffic Policy;Singapur'un Trafik Politikası
YDS Set 003;319-Sir Ernest Shackleton (Sir Ernest Shackleton);B2;"biography; exploration; antarctica";History;Sir Ernest Shackleton;Sir Ernest Shackleton
YDS Set 003;320-Smoking (Sigara İçmek);B2;"health; smoking; society";Health & Medicine;Smoking;Sigara İçmek
YDS Set 003;321-Space Tourism (Uzay Turizmi);B2;"space; tourism; technology";Science & Technology;Space Tourism;Uzay Turizmi
YDS Set 003;322-Space Wardrobe (Uzay Gardırobu);B2;"space; technology; lifestyle";Science & Technology;Space Wardrobe;Uzay Gardırobu
YDS Set 003;323-Sprinters and Wind (Sprinterlar ve Rüzgar);B2;"sports; physics; science";Science & Technology;Sprinters and Wind;Sprinterlar ve Rüzgar
