en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
brochure;Broşür;n.;We picked up a travel brochure to find some inspiration for our summer holiday destination.;Yaz tatili yerimiz için biraz ilham bulmak üzere bir seyahat broşürü aldık.;"booklet; pamphlet; leaflet";;B1;literature & publishing;Bir şey hakkında bilgi veren küçük, ince kitap.
broken;Kırık;adj.;"Be careful walking on that path; there is a lot of broken glass on the ground.";"O yolda yürürken dikkatli ol; yerde çok sayıda kırık cam var.";"smashed; fractured; damaged";"fixed; intact; whole";A2;academic & general;Fiziksel olarak parçalanmış veya işlevini yerine getiremez durumda.
broker;"Komisyoncu; Simsar";n.;The insurance broker helped us find a better policy at a lower monthly premium.;Sigorta komisyoncusu, daha düşük aylık primle daha iyi bir poliçe bulmamıza yardımcı oldu.;"agent; dealer; intermediary";;C1;business & management;Alıcı ve satıcı arasında işlem gören aracı kişi.
bronchodilation;hava yollarının genişlemesi;n.;Experts reconsidered their approach to bronchodilation after its effect on the final outcome became clear when resources were especially limited.;Uzmanlar, hava yollarının genişlemesi unsurunun nihai sonuç üzerindeki etkisi netleşince yaklaşımlarını kaynakların özellikle sınırlı olduğu koşullarda yeniden değerlendirdi.;;;C2;anatomy & physiology;
brooch;"Broş; İğne";n.;She wore a beautiful antique diamond brooch pinned to her elegant dress.;Elbisesine iliştirilmiş güzel bir antika elmas broş takıyordu.;"pin; clasp; badge";;B2;fashion & clothing;Genellikle süs olarak kıyafete takılan takı.
brood;"kuluçkaya yatmak; düşünmek";v.;The scientist brooded over the anomalous results of the experiment for weeks, refusing to speak to his colleagues.;Bilim insanı deneyin anormal sonuçları hakkında haftalarca kafasını yordu ve meslektaşlarıyla konuşmayı reddetti.;"dwell on; worry over; ponder";"dismiss; ignore";B2;"psychology & mind;academic & general";Hem kuşların yumurtaları üzerinde kuluçkaya yatması hem de insanların kederle içten içe düşünmesi anlamında B2 fiil.
brook;tahammül etmek, hoş görmek, kabul etmek;v.;The regulator will brook no attempt to conceal information that is essential to public safety.;Düzenleyici kurum, kamu güvenliği açısından gerekli bilgilerin gizlenmesine yönelik hiçbir girişime tahammül etmeyecektir.;"tolerate; allow; countenance";"reject; forbid; oppose";C2;"government & politics;risk & safety";Özellikle olumsuz yapılarda “brook no + noun” biçiminde, hiçbir şeye müsamaha göstermemek anlamında kullanılır.
brother;erkek kardeş;n.;My older brother works as an engineer in Ankara.;Ağabeyim Ankara'da mühendis olarak çalışıyor.;"sibling; kin";sister;A1;academic & general;
brother-in-law;enişte, kayınbirader;n.;My sister just got married, so I have a new brother-in-law whom I like very much.;Kız kardeşim az önce evlendi, bu yüzden çok sevdiğim yeni bir eniştem oldu.;;;A2;relationships & family;Bir kişinin kız kardeşinin kocası veya eşinin erkek kardeşi.
brow;Alın;n.;He wiped the sweat from his brow after finishing the long and tiring race.;Uzun ve yorucu yarışı bitirdikten sonra alnındaki teri sildi.;"forehead; temple; ridge";;B2;anatomy & physiology;Gözlerin üstündeki yüz bölgesi, alın.
browbeat into;gözdağı vererek zorlamak, sindirerek yaptırmak;phr. v.;The interrogators browbeat the prisoner into signing a confession he had never voluntarily made.;Sorgucular, tutsağı hiç gönüllü olarak yapmadığı bir itirafı imzalamaya gözdağı vererek zorladı.;"bully into; intimidate into; coerce into";"persuade; coax; encourage";C2;"law & justice;military & conflict";"'Browbeat someone into' kalıbı 'korkutarak itiraf/onay almak' demektir; 'intimidate' ile eş anlamlıdır, hukuk paragraflarında çıkar."
brunt;"asıl darbe; etki";n.;The coastal towns bore the brunt of the destructive tsunami, suffering catastrophic structural and human losses.;Sahil kasabaları, yıkıcı tsunaminin asıl darbesini aldı ve felaket niteliğinde yapısal ve insani kayıplar yaşadı.;"impact; force; shock";"light impact; secondary effect";C1;"environment & ecology;risk & safety";Bir felaketin veya olayın en şiddetli ve yıkıcı kısmını nitelemek için 'bear the brunt' kalıbıyla C1 isimdir.
brush aside;önemsememek, bir kenara itmek;phr. v.;In a later institutional review, the seasoned statesman chose to brush aside baseless political criticisms and focus entirely on infrastructure reforms.;Daha sonraki kurumsal incelemede, kıdemli devlet adamı, asılsız siyasi eleştirilere kulak asmayıp tamamen altyapı reformlarına odaklanmayı seçti.;"shrug off; dismiss; disregard";"take to heart; heed; dwell on";C1;"government & politics;international relations";
brush off;önemsememek, savuşturmak;phr. v.;The chief engineer brushed off preliminary safety warnings, assuming the cooling pumps were infallible.;Başmühendis, soğutma pompalarının kusursuz olduğunu varsayarak ön güvenlik uyarılarını önemsemedi ve savuşturdu.;"dismiss; disregard; shrug off";"heed; consider";B2;technology & it;Eleştirileri veya uyarıları savuşturma anlamında kullanılır.
brusque;kısa ve kaba konuşan;adj.;Researchers observed a brusque communication strategy under conditions of prolonged uncertainty.;Araştırmacılar, uzun süren belirsizlik koşullarında kısa ve kaba konuşan bir iletişim stratejisi gözlemledi.;;;C1;communication & media;
brutal;acımasız, gaddar, vahşi, zalim;adj.;The brutal winter destroyed livestock, damaged roads, and left isolated communities dependent on emergency food deliveries.;Sert kış hayvanları telef etti, yolları bozdu ve izole toplulukları acil gıda sevkiyatlarına bağımlı bıraktı.;"savage; vicious; cruel";"gentle; humane; civilized";B2;academic & general;
brutally;"acımasızca, vahşice; son derece";adv.;The prisoners were brutally treated despite international agreements requiring humane conditions for people held in custody.;Tutuklulara, gözetim altındaki insanlar için insani koşullar öngören uluslararası anlaşmalara rağmen acımasızca davranıldı.;"cruelly; viciously; harshly; mercilessly";"kindly; gently; mercifully";C1;academic & general;Zalimce veya şiddetli bir şekilde.
bucket;Kova;n.;She filled a bucket with soapy water to wash the car in the driveway.;Arabayı garaj yolunda yıkamak için bir kovayı sabunlu suyla doldurdu.;"pail; container; can";;A2;housing & home;Sıvı taşımak için kullanılan silindirik kap.
buckle;"bükülmek; pes etmek";v.;The intense heat of the fire caused the steel beams of the skyscraper to buckle and eventually collapse.;Yangının yoğun ısısı gökdelenin çelik kirişlerinin bükülmesine ve nihayetinde çökmesine neden oldu.;"bend; warp; collapse";"straighten; strengthen; endure";B2;"construction & infrastructure;risk & safety";Mecazi olarak bir baskı veya yük altında fiziksel olarak eğilip bükülmeyi veya dayanamayıp pes etmeyi niteleyen B2 fiil.
buckling;burkulma;n.;Debate over buckling intensified as concerns about operational reliability grew after the initial assumptions were revised.;işletme güvenilirliği konusundaki kaygılar arttıkça burkulma tartışması ilk varsayımlar gözden geçirildikten sonra yoğunlaştı.;;;C1;engineering;
bucolic;kırsal, köy hayatına ait, pastoral, huzurlu;adj.;The artist moved to the countryside to find inspiration in the bucolic landscapes away from the city's noise.;Sanatçı, şehrin gürültüsünden uzakta kırsal manzaralar içinde ilham bulmak için taşraya taşındı.;"rustic; pastoral; rural; idyllic";"urban; metropolitan; civic; industrial";C2;"geography & places;art & design;literature & publishing";Kır hayatını romantik ve idealize edici bir şekilde tanımlamak için kullanılan C2 seviye kelime.
budget;bütçe;n.;The project was completed on time and under budget, which pleased everyone.;Proje zamanında ve bütçenin altında tamamlandı, bu da herkesi memnun etti.;"financial plan; allowance";;B1;finance & banking;
budgetary;bütçeyle ilgili;adj.;Due to budgetary constraints, we cannot afford to hire any new staff this year.;Bütçesel kısıtlamalar nedeniyle, bu yıl yeni personel almayı göze alamıyoruz.;"financial; fiscal";;B2;finance & banking;
buffer;"tampon bölge; hafifletmek";n.;The strict environmental regulations act as a buffer against unchecked industrial pollution in the protected zone.;Katı çevresel düzenlemeler korunan bölgede engellenmemiş endüstriyel kirliliğe karşı bir tampon bölge görevi görür.;"cushion; shield; barrier";exposure;B2;"environment & ecology;law & justice";Çarpışmayı veya sertliği hafifletmek için araya giren tampon mekanizmaları veya bölgeleri niteleyen B2 isimdir.
buffering;tamponlama, değişimi sınırlama;n.;The analysis identified buffering as a factor influencing material behavior as the project entered its final phase.;Analiz, tamponlama unsurunu malzeme davranışı üzerinde etkili bir etken olarak proje son aşamasına girerken belirledi.;;;C1;chemistry & materials;
build;inşa etmek, kurmak;v.;The city plans to build new reservoirs only after measures to reduce leakage and household consumption have been exhausted.;Şehir, sızıntıyı ve hane tüketimini azaltmaya yönelik önlemler tükendikten sonra yeni rezervuarlar inşa etmeyi planlıyor.;"construct; erect";"demolish; destroy";A2;engineering;
build up;birikmek, artmak, güçlendirmek;phr. v.;Sediment can build up behind a dam over decades, gradually reducing the amount of water the reservoir can store.;Tortu onlarca yıl boyunca barajın arkasında birikebilir ve rezervuarın depolayabileceği su miktarını giderek azaltabilir.;"accumulate; strengthen; increase";"decrease; weaken; demolish";B2;change & development;
buildup;birikim, artış;n.;There is a buildup of dirt in the corner.;Köşede bir kir birikimi var.;accumulation;decrease;B2;change & development;
bulge;"şişkinlik; kabarıklık";n.;The sudden bulge in the dam wall alarmed the engineers, who immediately ordered the evacuation of the valley below.;Baraj duvarındaki ani şişkinlik mühendisleri alarma geçirdi ve hemen aşağıdaki vadinin tahliyesini emrettiler.;"protrusion; swell; bump";"dent; depression; shrinkage";B2;"construction & infrastructure;risk & safety";Bir yüzeyde dışarı doğru çıkan anormal şişkinliği niteleyen B2 isimdir.
bulk;kütle / çoğunluk;n.;The bulk of the research was completed before the field team arrived.;Araştırmanın büyük bölümü saha ekibi gelmeden önce tamamlandı.;"mass; majority";minority;B2;academic & general;
bulky;hacimli;adj.;The new TV came in a large, bulky box that was difficult to carry up the stairs and fit into the car.;Yeni televizyon, merdivenlerden yukarı taşınması ve arabaya sığdırılması zor olan büyük, hacimli bir kutu içinde geldi.;"large; cumbersome; massive";"compact; small; portable";B2;academic & general;
bull;Boğa;n.;The farmers in the field became nervous when the large bull started running towards them.;Tarladaki çiftçiler, büyük boğa onlara doğru koşmaya başlayınca endişelendi.;"ox; male cow";cow;A2;animals & wildlife;Sığırın erkeği.
bulldoze;"dozerle yıkmak; zorla kabul ettirmek";v.;The city council tried to bulldoze the new zoning regulations through the parliament despite widespread public opposition.;Belediye meclisi yaygın kamuoyu muhalefetına rağmen yeni imar yönetmeliklerini parlamentodan zorla kabul ettirmeye çalıştı.;"demolish; force through; coerce";"rebuild; negotiate";C1;"government & politics;construction & infrastructure";Mecazi olarak bir kararı veya değişikliği şiddetle ve direnişe rağmen kabul ettirmeyi niteleyen C1 fiil.
bullet;Mermi;n.;The police found a bullet lodged in the wall after the shooting incident.;Polis, silahlı olaydan sonra duvara saplanmış bir mermi buldu.;"ammunition; round; projectile";;B1;military & conflict;Ateşli silahtan atılan küçük metal nesne.
bully;"zorba, kabadayı; zorbalık etmek";"n.;v.";A workplace bully can damage an entire team by making colleagues afraid to raise mistakes or disagree openly.;İş yerindeki bir zorba, çalışma arkadaşlarını hataları dile getirmekten veya açıkça karşı çıkmaktan korkutarak tüm ekibe zarar verebilir.;"intimidate; torment; oppressor";victim;B2;academic & general;
bullying;zorbalık, sataşma, efelenme;n.;Online bullying can continue long after school hours because messages and images remain visible and can be shared repeatedly.;Çevrim içi zorbalık, mesajlar ve görüntüler görünür kaldığı ve tekrar tekrar paylaşılabildiği için okul saatlerinden sonra da sürebilir.;"harassment; intimidation; persecution";;B2;academic & general;
bulwark;"set; savunma hattı";n.;The new environmental regulations act as a bulwark against the unchecked industrial pollution of the local rivers.;Yeni çevresel düzenlemeler, yerel nehirlerin engellenmemiş endüstriyel kirliliğine karşı bir set görevi görmektedir.;"barrier; defense; safeguard";"vulnerability; opening; weakness";C1;"environment & ecology;law & justice";Tehlikelere veya tehditlere karşı koruyan güçlü savunma yapılarını veya önlemleri niteleyen C1 isimdir.
bump into;rastlamak;phr. v.;I happened to bump into a former colleague at the conference, and our brief conversation led to a new research collaboration.;Konferansta tesadüfen eski bir çalışma arkadaşıma rastladım ve kısa sohbetimiz yeni bir araştırma iş birliğine yol açtı.;"encounter; meet; run into";"avoid; miss";B1;academic & general;
bumpkin;"kaba taşralı; görgüsüz köylü";n.;The sophisticated urbanites dismissed the rural candidate as an uneducated bumpkin who couldn't understand modern economic policies.;Şehirli seçkinler, kırsal adayı modern ekonomi politikalarını anlayamayan eğitimsiz bir taşralı olarak küçümsedi.;"yokel; rustic; peasant";"cosmopolitan; urbanite; gentleman";C1;"society & social issues;government & politics";Genellikle hor görücü bir dille şehirli tarafından kaba ve cahil kabul edilen taşralıyı niteleyen C1 isimdir.
bumptious;küstah, kendini beğenmiş, itici derecede özgüvenli;adj.;The bumptious young analyst repeatedly interrupted the senior economists during the board meeting.;Küstah genç analist yönetim kurulu toplantısı sırasında kıdemli ekonomistlerin sözünü defalarca kesti.;"arrogant; presumptuous; conceited; overbearing";"humble; modest; unassuming; self-effacing";C2;"business & management;personality & behavior;psychology & mind";"'Bumptious' kendini beğenmişlik anlamındadır; 'conceited' ile eş anlamlı, 'modest' ile zıttır."
bungle;"beceriksizce yapmak; berbat etmek";v.;The intelligence agency bungled the covert operation, accidentally revealing the identities of their undercover agents.;İstihbarat ajansı gizli operasyonu beceriksizce yaptı ve yanlışlıkla gizli ajanlarının kimliklerini ifşa etti.;"botch; mishandle; ruin";"execute perfectly; manage well";C1;"crime & security;government & politics";Bekleneni veya planı ustalık yerine beceriksizlik yüzüne yıpratıp mahvetme eylemini niteleyen C1 fiil.
buoyant;canlı, dirençli, batmayan;adj.;Driven by robust domestic demand, the manufacturing sector remained surprisingly buoyant during the fiscal slowdown.;Güçlü iç talebin yönlendirmesiyle imalat sektörü, mali yavaşlama sırasında şaşırtıcı biçimde canlı ve dirençli kaldı.;"resilient; thriving; afloat";"depressed; stagnant; floundering";C1;"economics;business & management";Ekonomi ve piyasa toparlanmalarında sıkça karşımıza çıkar.
burden;yük, sorumluluk, ağır yük;"n.;v.";High housing costs place a particular burden on young families whose incomes have not kept pace with rising rents.;Yüksek konut maliyetleri, gelirleri artan kiralara yetişemeyen genç aileler üzerinde özellikle ağır bir yük oluşturur.;;;C1;ethics & values;
burden of proof;ispat yükü;n.;The review highlighted the relationship between burden of proof and the legal outcome across the cases examined.;İnceleme, ispat yükü ile hukuki sonuç arasındaki ilişkiyi incelenen vakalar genelinde ortaya koydu.;;;C1;law & justice;
burdensome;hantal, zahmetli, taşıması/yürütmesi zor;adj.;After the initial findings were challenged, small business owners complained about the burdensome paperwork required to obtain banking credit.;İlk bulgular sorgulandıktan sonra, küçük işletme sahipleri, banka kredisi almak için gereken hantal ve zahmetli evrak işlerinden şikayet etti.;"cumbersome; unwieldy; clumsy";"convenient; manageable; streamlined";B2;"economics;business & management";
bureau;Büro;n.;She works at the local tourism bureau helping visitors find accommodations.;Ziyaretçilere konaklama bulmalarında yardımcı olmak için yerel turizm bürosunda çalışıyor.;"office; agency; department";;B2;business & management;Belirli bir hizmet sağlayan ofis veya kuruluş.
bureaucracy;bürokrasi;n.;Dealing with all the government bureaucracy to get the necessary permits for the new building was a slow and frustrating process.;Yeni bina için gerekli izinleri almak için tüm hükümet bürokrasisiyle uğraşmak yavaş ve sinir bozucu bir süreçti.;"administration; officialdom; red tape";;C1;academic & general;
bureaucratization;bürokratikleşme;n.;Researchers assessed the implications of bureaucratization for public trust over the course of the decade.;Araştırmacılar, bürokratikleşme unsurunun kamu güveni açısından sonuçlarını on yıl boyunca değerlendirdi.;;;C2;government & politics;
burgeon;filizlenmek, hızla büyüyüp gelişmek;v.;Eco-tourism initiatives began to burgeon across rural provinces, bringing sustainable livelihoods to villagers.;Çevre dostu turizm girişimleri kırsal illerde hızla filizlenip büyümeye başlayarak köylülere sürdürülebilir geçim kaynakları getirdi.;"flourish; proliferate; expand";"wither; decline; diminish";C1;environment & ecology;Hızlı büyüme ve gelişme bildiren seçkin bir akademik fiildir.
burgeoning;hızla büyüyen, gelişen;adj.;The analysis revealed a burgeoning approach that affected institutional change while the broader environment was changing.;Analiz, kurumsal değişim üzerinde etkili olan daha geniş çevre değişirken hızla büyüyen bir yaklaşım ortaya koydu.;;;C1;change & development;
burglar;hırsız;n.;The burglar entered through an unlocked window but left empty-handed after triggering a silent alarm connected to the police.;"Hırsız kilitli olmayan bir pencereden girdi; ancak polise bağlı sessiz alarmı tetikleyince eli boş ayrıldı.";"thief; housebreaker";;B2;crime & security;
burly;iri yarı, güçlü kuvvetli;adj.;The burly security guard stood at the entrance, making sure that no one entered the club without identification.;İri yarı güvenlik görevlisi girişte durdu ve kimliksiz kimsenin kulübe girmemesini sağladı.;"brawny; hefty; muscular";"slight; thin; frail";B2;academic & general;
burn;yakmak, yanmak;"n.;v.";Dry peat can burn beneath the surface for weeks, releasing large amounts of carbon even when visible flames disappear.;Kuru turba yüzeyin altında haftalarca yanabilir ve görünür alevler kaybolsa bile büyük miktarda karbon salabilir.;;;B2;academic & general;
burnable;yanıcı, alev alabilir, tutuşan;adj.;As the evidence accumulated, workers must wear protective clothing when handling burnable materials near hot industrial furnaces.;Kanıtlar biriktikçe, i̇şçiler, sıcak endüstriyel fırınların yakınında yanıcı maddelerle çalışırken koruyucu giysiler giymelidir.;"combustible; flammable; ignitable";"incombustible; fireproof; nonflammable";B2;chemistry & materials;
burning;yanma, tutuşma;n.;As the evidence accumulated, internal burning engines discharge fine particulate matter and nitrogen oxides that degrade ambient air quality.;Kanıtlar biriktikçe, i̇çten yanmalı motorlar, ortam hava kalitesini düşüren ince partikül maddeler ve azot oksitler salar.;"combustion; ignition; incineration";extinction;B2;chemistry & materials;
burnish;cilalamak, parlatmak (imaj/metal);v.;The politician used the successful charity event to visibly burnish his heavily damaged public image.;Politikacı, ağır hasar görmüş kamu imajını gözle görülür şekilde parlatmak (cilalamak) için başarılı yardım etkinliğini kullandı.;"polish; shine; enhance";"tarnish; dull; damage";C2;communication & media;Gerçekte madenleri ovup parlatmak, mecazda ise itibar veya kariyeri düzeltip güzelleştirmek.
burrow;"kazmak; sığınak";v.;The small mammals burrow deep into the sand to escape the scorching heat of the desert sun during the day.;Küçük memeliler gün boyunca çöl güneşinin yakıcı sıcağından kaçmak için kumun derinliklerine doğru kazar.;"dig; tunnel; excavate";"fill; cover; surface";B2;"biology & genetics;environment & ecology";Hayvanların yuva yapmak için toprağı kazması veya mecazen gizlenmek için girme anlamında B2 fiil.
bursar;"burs memuru; hazine sorumlusu";n.;The university's bursar announced that all tuition fees must be paid in full before final exams commence.;Üniversitenin burs memuru, tüm okul ücretlerinin final sınavları başlamadan önce tam olarak ödenmesi gerektiğini duyurdu.;"treasurer; financial officer; accountant";"student; debtor";B2;"education & learning;finance & banking";Eğitim kurumlarının mali işlerini ve burslarını yürüten personeli niteleyen B2 isimdir.
burst of laughter;kahkaha;n.;There was a burst of laughter from the audience.;Seyircilerden bir kahkaha yükseldi.;"outbreak of laughter; peal of laughter";;B2;academic & general;
bury;gömmek, gizlemek;v.;Volcanic eruptions can bury fertile farmland under ash, yet that same material may enrich the soil over longer periods.;"Volkanik patlamalar verimli tarım arazilerini kül altında bırakabilir; ancak aynı malzeme uzun vadede toprağı zenginleştirebilir.";"inter; conceal";"exhume; uncover";B1;academic & general;
business;iş, iş yeri;n.;She runs a successful online business selling handmade crafts.;El yapımı ürünler satan başarılı bir çevrimiçi işletme yürütüyor.;"commerce; trade; company";;A1;"business & management;work & career";
businessman;iş adamı;n.;The businessman flew to Tokyo for an important meeting with clients.;İş adamı, müşterilerle önemli bir toplantı için Tokyo'ya uçtu.;"entrepreneur; executive";;A2;work & career;
businesswoman;iş kadını;n.;As a prominent businesswoman, she often speaks at international conferences.;Önde gelen bir iş kadını olarak, sık sık uluslararası konferanslarda konuşuyor.;"entrepreneur; executive";;A2;work & career;
bustle;"koşuşturmak; telâş";n.;The constant bustle of the emergency room can be overwhelming for newly graduated medical students.;Acil servisin sürekli koşuşturmacası yeni mezun tıp öğrencileri için bunaltıcı olabilir.;"activity; commotion; hustle";"silence; stillness; calm";B2;"medicine & health;urbanization & cities";Şehir veya iş yerindeki yoğun ve enerjik hareketliliği niteleyen B2 isimdir.
busy;"meşgul; yoğun";adj.;I tried to call you, but the line was busy, so I decided to send you a text message instead.;Seni aramayı denedim ama hat meşguldü, ben de onun yerine sana mesaj göndermeye karar verdim.;"occupied; engaged; hectic";"idle; free; quiet";A1;academic & general;
but;fakat, ama;conj.;The new vaccine is inexpensive but difficult to transport because it must remain frozen throughout the supply chain.;"Yeni aşı ucuzdur; ancak tedarik zinciri boyunca donmuş kalması gerektiği için taşınması zordur.";"however; yet";and;A1;academic & general;
buttress;desteklemek, güçlendirmek, takviye etmek;v.;In the final technical report, the central bank intervened directly in open foreign exchange markets to buttress the depreciating domestic currency.;Nihai teknik raporda, merkez bankası, değer kaybeden yerel para birimini desteklemek ve güçlendirmek için açık döviz piyasalarına doğrudan müdahale etti.;"shore up; reinforce; bolster";"undermine; weaken; destabilize";B2;"economics;business & management;finance & banking";
buy;satın almak;v.;Consumers are less likely to buy energy-efficient appliances when the purchase price is high and future savings are poorly explained.;Satın alma fiyatı yüksek ve gelecekteki tasarruflar iyi açıklanmadığında tüketicilerin enerji verimli cihazları satın alma olasılığı düşer.;"purchase; acquire";"sell; vend";A1;shopping & consumer;
by;tarafından, -e kadar;prep.;The survey was conducted by an independent team using the same sampling method in every region of the country.;Araştırma, ülkenin her bölgesinde aynı örnekleme yöntemini kullanan bağımsız bir ekip tarafından yürütüldü.;"through; via; before";;A2;academic & general;
by accident;kaza eseri;phrase;The antibiotic was discovered by accident when a contaminated laboratory dish showed an unexpected zone where bacteria could not grow.;Antibiyotik, kirlenmiş bir laboratuvar kabında bakterilerin büyüyemediği beklenmedik bir bölge görülmesiyle tesadüfen keşfedildi.;"unintentionally; accidentally";on purpose;B1;risk & safety;
by all means;elbette, kesinlikle;prep.;By all means, feel free to contact us if you need assistance.;Elbette, yardıma ihtiyacınız olursa bize ulaşmaktan çekinmeyin.;"of course; certainly";by no means;B2;probability & certainty;
by birth;doğuştan (milliyet/hak);phrase;She is French by birth.;O, doğuştan Fransız.;"by origin; native";by naturalization;B2;people & identity;
by chance;tesadüfen;phrase;I met him by chance.;Onunla tesadüfen tanıştım.;"accidentally; randomly";"deliberately; on purpose";B1;probability & certainty;
by ear;kulaktan dolma;phrase;She can play the piano by ear.;Piyanoyu kulaktan çalabilir.;;;B2;academic & general;
by heart;ezberden, ezbere;phrase;Actors in the traditional theatre company learn lengthy passages by heart because performances are rarely supported by written prompts.;Geleneksel tiyatro topluluğundaki oyuncular, gösterilerde yazılı ipuçları nadiren kullanıldığı için uzun bölümleri ezberden öğrenir.;"from memory; by rote";;B2;psychology & mind;
by means of;aracılığıyla;phrase;He succeeded by means of hard work.;Sıkı çalışma aracılığıyla başardı.;"through; using";;B2;academic & general;
by no means;hiçbir şekilde, katiyen, asla, kesinlikle;adv.;The apparent recovery is by no means secure, since food prices remain high and household debt continues to rise.;Gıda fiyatları yüksek ve hane borcu artmaya devam ettiği için görünürdeki toparlanma hiçbir şekilde güvence altında değildir.;"not at all; in no way; absolutely not";"definitely; certainly";B2;probability & certainty;Bir ifadeyi kuvvetle vurgulamak için kullanılan deyim.
by the time;---dığında, -e kadar;conj.;By the time emergency crews arrived, the fire had already spread from the warehouse to two neighbouring buildings.;Acil ekipler vardığında yangın depodan iki komşu binaya çoktan yayılmıştı.;"when; by then";;B1;academic & general;
by the way;bu arada;prep.;By the way, did you hear that Sarah got promoted?;Bu arada, Sarah'nın terfi ettiğini duydun mu?;"in the meantime; meanwhile";;A2;academic & general;
bygone;"geçmiş; eski";adj.;The museum exhibit offers a fascinating glimpse into a bygone era when craftsmanship was valued over mass production.;Müze sergisi zanaatkarlığın seri üretimden daha çok değer gördüğü geçmiş bir döneme büyüleyici bir bakış sunuyor.;"past; former; ancient";"current; modern; future";C1;"history & archaeology;art & design";'Bygone era' (geçmiş dönem) kalıbıyla tarihe karışmış ve artık var olmayan zamanları niteleyen C1 sıfattır.
byline;"makale imzası; yazar adı";n.;The journalist was thrilled to see her byline on the front page of the prestigious national newspaper.;Gazeteci prestijli ulusal gazetenin birinci sayfasında kendi makale imzasını görmekten heyecan duydu.;"author's name; credit; signature";"anonymity; pseudonym";C1;"communication & media;literature & publishing";Gazete veya dergilerde yazara ait makale başlığının altındaki isim kısmını niteleyen C1 isimdir.
bypass;"baypas; etrafından dolanmak";v.;The new highway was built to bypass the congested city center, significantly reducing travel times for commuters.;Yeni otoyol, tıkalı şehir merkezini baypas etmek için inşa edildi ve yolcuların seyahat sürelerini önemli ölçüde azaltı.;"circumvent; avoid; go around";"go through; enter; cross";B2;"transportation & traffic;urbanization & cities";Trafik veya engelleri etrafından dolanarak aşmayı niteleyen B2 fiil/isimdir.
byword;"sözcük; sembol";n.;The company's name became a byword for corporate greed and environmental destruction after the scandal.;Skandaldan sonra şirketin adı kurumsal açgözlülük ve çevresel yıkımın bir sembolü haline geldi.;"epitome; symbol; emblem";"anomaly; exception; unknown";C1;"business & management;ethics & values";Kötü veya iyi bir özelliğin simgesi haline gelen isimleri nitelemek için kullanılır.
byzantine;"çok karmaşık; dolambaçlı";adj.;The company's organizational structure was so byzantine that employees often didn't know who their direct supervisors were.;Şirketin örgütsel yapısı öyle karmaşıktı ki çalışanlar çoğu zaman doğrudan amirlerinin kim olduğunu bilmiyordu.;"labyrinthine; convoluted; intricate";"straightforward; simple; clear; transparent";C2;"government & politics;business & management";Yönetim veya prosedürlerin aşırı karmaşık ve çözülmesi zor yapısını tanımlamak için kullanılır.
cabal;gizli örgüt, entrika grubu;n.;A military cabal seized control of the government after the president unexpectedly dissolved the parliament.;Başkanın beklenmedik bir şekilde parlamentoyu feshetmesinin ardından askeri bir kliks hükümetin kontrolünü ele geçirdi.;"junta; faction; conspiracy; coterie";"democracy; opposition; openness; public group";C2;"government & politics;military & conflict";Özellikle siyasi bağlamda iktidarı gizlice ele geçirmeye çalışan grupları nitelemek için C2 seviye terim.
cabbage;Lahana;n.;Cabbage is a versatile vegetable that can be used in salads, soups, and stews.;Lahana, salatalarda, çorbalarda ve yahnilerde kullanılabilen çok yönlü bir sebzedir.;;;A2;food & nutrition;Yaprakları yenilen yeşil veya mor renkli sebze.
cabin;Kabin;n.;We rented a small wooden cabin near the lake for our summer vacation.;Yaz tatilimiz için göl kenarında küçük bir tahta kulübe kiraladık.;"hut; cottage; lodge";"palace; mansion";B1;travel & tourism;"Küçük, basit ev; veya uçak/gemideki oda."
cabinet;Kabine;n.;The Prime Minister appointed three new members to his cabinet yesterday.;Başbakan dün kabinesine üç yeni üye atadı.;"council; committee; ministry";;B2;government & politics;"Hükümetteki bakanlar kurulu; veya mobilya."
cache;"gizli depo; saklama yeri";n.;The archaeologists discovered a hidden cache of Roman coins buried beneath the floor of an ancient temple.;Arkeologlar antik bir tapınağın zemini altına gömülmüş gizli bir Roma sikkesi deposu keşfettiler.;"stash; hoard; hidden store";;C1;"history & archaeology;crime & security";Gizli bir şekilde saklanan silah, gıda veya hazineleri niteleyen C1 isimdir.
cache invalidation;önbellek geçersizleştirme;n.;Poor cache invalidation caused users to see outdated information after the update.;Yetersiz önbellek geçersizleştirme, güncellemeden sonra kullanıcıların eski bilgileri görmesine neden oldu.;;;C2;technology & it;
cacophonous;kulağa rahatsız edici derecede uyumsuz;adj.;The orchestra sounded cacophonous when several sections entered at different tempos.;Orkestranın farklı bölümleri farklı tempolarda girdiğinde müzik kulağa son derece uyumsuz geldi.;;;C2;music & entertainment;
cacophony;kakofoni, ses karmaşası;n.;The busy street market was characterized by an overwhelming cacophony of vendors shouting.;Kalabalık sokak pazarına, satıcıların bağırışlarından oluşan yoğun bir ses karmaşası hâkimdi.;;;C1;"music & entertainment;daily life";
