en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
based;"dayalı; merkezli";adj.;The revised forecast is based on updated demand and weather data.;Gözden geçirilmiş tahmin, güncellenmiş talep ve hava durumu verilerine dayanmaktadır.;"founded; grounded; rooted";;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
based on;-e dayanarak, temel alınarak;"adj.;phr. v.";The decision was based on evidence collected during the independent investigation.;Karar, bağımsız soruşturma sırasında toplanan kanıtlara dayandırıldı.;"founded on; derived from";;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
basic;temel;adj.;The course covers basic grammar rules, such as verb tenses and sentence structure, for beginners.;Kurs, yeni başlayanlar için fiil zamanları ve cümle yapısı gibi temel dilbilgisi kurallarını kapsar.;"fundamental; essential; primary";"advanced; complex; secondary";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
basin;"Leğen; Leğen Dolusu; Havza";n.;The Amazon River basin is home to an incredibly diverse range of animal and plant species.;Amazon Nehri havzası, inanılmaz derecede çeşitli hayvan ve bitki türlerine ev sahipliği yapmaktadır.;"bowl; sink; watershed";;B2;geography_places;"Su toplama alanı; veya sıvı tutmak için kullanılan büyük kap."
basis;"temel, dayanak; ... bazda";n.;The agreement established a legal basis for sharing river water during droughts and resolving disputes between upstream and downstream states.;Anlaşma, kuraklık dönemlerinde nehir suyunun paylaşılması ve yukarı ile aşağı havza devletleri arasındaki anlaşmazlıkların çözülmesi için hukuki bir temel oluşturdu.;"foundation; base; grounds";;B2;academic_general;"Bir şeyin dayandığı ana fikir veya ilke. ""On a daily basis"" (günlük olarak) gibi ifadelerde de kullanılır."
bastardize;"Değerini Düşürmek; Konunun Anlamını Değiştirmek";v.;The film studio bastardized the original novel by adding a completely different ending.;Film stüdyosu, tamamen farklı bir son ekleyerek orijinal romanın değerini düşürdü.;"corrupt; degrade; cheapen";"improve; enhance; purify";C2;art_design;Bir şeyin kalitesini düşürmek veya onu bozmak.
battery;Pil;n.;The car wouldn't start because the battery was completely dead, so we called for help.;Akü tamamen bittiği için araba çalışmadı, bu yüzden yardım çağırdık.;"cell; accumulator; power source";;B1;technology_it;Elektrik enerjisi depolayan ve sağlayan cihaz.
battle;savaş;n.;The battle began shortly after dawn and lasted several hours.;Savaş şafaktan kısa süre sonra başladı ve birkaç saat sürdü.;"fight; war";"peace; truce";B1;military_conflict;Orta seviye kelime. Genel iletişimde kullanılır.
bawl;Bağırmak Veya Ağlamak (Seslice);v.;The baby began to bawl loudly when his favorite toy was taken away from him.;En sevdiği oyuncağı elinden alınınca bebek yüksek sesle ağlamaya başladı.;"shout; cry; wail";"whisper; whimper";C1;academic_general;Yüksek sesle ve kontrolsüzce ağlamak veya bağırmak.
bazaar;pazar, çarşı;n.;They closed the city's opium bazaar to stop the illegal trade completely.;Yasadışı ticareti tamamen durdurmak için şehrin afyon pazarını kapattılar.;"market; marketplace";;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
be at odds;arası açık olmak, anlaşmazlık;phr. v.;"They are at odds with each other. The broader context clarifies how ""be at odds"" is used in natural English.";"Araları açık. Ek bağlam, ""be at odds"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"disagree; conflict";"agree; be in harmony";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
be bound to;kuvvetle muhtemel;phr. v.;"It's bound to rain today. The broader context clarifies how ""be bound to"" is used in natural English.";"Bugün yağmur yağması kuvvetle muhtemel. Ek bağlam, ""be bound to"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"be certain to; be sure to";be unlikely to;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
be fed up with;bezmek, usanmak;phr. v.;"I am completely fed up with all this rain and gloomy weather; I really need some sunshine.";"Bu yağmur ve kasvetli havadan tamamen bıktım usandım; gerçekten biraz güneş ışığına ihtiyacım var.";"be tired of; be annoyed by";"be content with; enjoy";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
be in favour of;-den yana olmak, desteklemek;v.;As an educator, I am completely and wholeheartedly in favour of higher pay for all teachers to reflect their value.;Bir eğitimci olarak, değerlerini yansıtması için tüm öğretmenlere daha yüksek maaş verilmesinden tam ve içtenlikle yanayım.;"support; back";"oppose; be against";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
be inferior to;-den daha düşük veya alt düzeyde olmak;"adj.;phr. v.";"This product is inferior to the others. The broader context clarifies how ""be inferior to"" is used in natural English.";"Bu ürün diğerlerinden daha düşük kaliteli. Ek bağlam, ""be inferior to"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"worse than; poorer than";superior to;B2;comparison_evaluation;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
be liable to;-mesi muhtemel olmak, -meye yatkın olmak;"adj.;phr. v.";"He is liable to get angry easily. The broader context clarifies how ""be liable to"" is used in natural English.";"Kolayca kızma eğilimindedir. Ek bağlam, ""be liable to"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"likely to; prone to";unlikely to;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
be prone to;-e yatkın olmak;"adj.;phr. v.";"She is prone to headaches. The broader context clarifies how ""be prone to"" is used in natural English.";"Baş ağrılarına yatkındır. Ek bağlam, ""be prone to"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"susceptible to; liable to";immune to;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
be superior to;-den üstün olmak;"adj.;phr. v.";This model is superior to the old one.;Bu model eskisinden üstün.;"better than; surpass";inferior to;B2;comparison_evaluation;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bear;katlanmak, taşımak;v.;Small firms often bear a disproportionate share of compliance costs because they cannot spread administrative expenses across large operations.;Küçük firmalar, idari giderleri büyük ölçekli faaliyetlere yayamadıkları için uyum maliyetlerinin orantısız bir bölümünü taşırlar.;"endure; tolerate";;B2;movement_location;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bearable;katlanılabilir;adj.;"The pain was just about bearable. The broader context clarifies how ""bearable"" is used in natural English.";"Acı ancak katlanılabilir düzeydeydi. Ek bağlam, ""bearable"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"tolerable; endurable; manageable";"unbearable; intolerable";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
beard;dayanmak, taşımak;v.;It's difficult to beard the constant criticism from people who don't understand your work.;Çalışmanızı anlamayan insanların sürekli eleştirilerine katlanmak zordur.;"endure; tolerate; face";"avoid; surrender";C2;movement_location;Üst düzey kelime. Uzman seviyesi metin anlama için gereklidir.
beast;canavar;n.;The frightened beast roared when the hunters approached.;Avcılar yaklaşınca korkmuş canavar kükredi.;"animal; monster";human;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
boost;"artırmak, geliştirmek; teşvik, destek";"n.;v.";Restoring reliable rail links could boost regional trade by reducing the cost and uncertainty of moving goods over long distances.;Güvenilir demiryolu bağlantılarının yeniden kurulması, malları uzun mesafelere taşımanın maliyetini ve belirsizliğini azaltarak bölgesel ticareti artırabilir.;"increase; enhance; raise; encouragement";"decrease; hinder; undermine";B2;academic_general;Bir şeyi iyileştirmek veya artırmak.
beautiful;güzel;adj.;They visited a beautiful, secluded beach that was surrounded by lush green mountains.;Yemyeşil dağlarla çevrili güzel ve tenha bir plajı ziyaret ettiler.;"pretty; lovely; attractive";"ugly; hideous";A1;academic_general;Temel seviye kelime. Günlük iletişimde sık kullanılır.
beauty;güzellik;n.;The exhibition explores how different societies have defined beauty across historical periods, artistic traditions, and social classes.;Sergi farklı toplumların güzelliği tarihsel dönemler, sanat gelenekleri ve toplumsal sınıflar boyunca nasıl tanımladığını inceliyor.;"attractiveness; grace";ugliness;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
because;çünkü, -dığı için;conj.;The coastal road was closed because repeated landslides had weakened the slope above several sections of the route.;Kıyı yolu, tekrarlanan heyelanların güzergâhın bazı bölümlerinin üzerindeki yamacı zayıflatması nedeniyle kapatıldı.;"as; since";;A1;"academic_writing;cause_effect";Temel seviye kelime. Günlük iletişimde sık kullanılır.
because of;nedeniyle, yüzünden;prep.;Flights were delayed because of dense fog that reduced visibility around the airport to less than two hundred metres.;Havaalanı çevresinde görüş mesafesini iki yüz metrenin altına düşüren yoğun sis nedeniyle uçuşlar gecikti.;"due to; owing to; on account of";;B1;"academic_writing;cause_effect";Orta seviye kelime. Genel iletişimde kullanılır.
become;olmak;v.;Cities become significantly hotter when vegetation is replaced by dark roofs, asphalt roads, and other surfaces that retain heat.;Bitki örtüsü koyu çatılar, asfalt yollar ve ısıyı tutan diğer yüzeylerle değiştirildiğinde şehirler belirgin biçimde daha sıcak hâle gelir.;"grow; turn into";"remain; stay";A1;academic_general;Temel seviye kelime. Günlük iletişimde sık kullanılır.
bedlam;kargaşa, kaos;n.;After the winning goal was scored, the stadium erupted into absolute bedlam, with fans screaming, jumping, and hugging each other in joy.;"Galibiyet golü atıldıktan sonra, stadyum mutlak bir kargaşaya dönüştü; taraftarlar sevinçle çığlık atıyor, zıplıyor ve birbirlerine sarılıyordu.";"chaos; pandemonium; uproar";"order; calm; peace";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
before;önce, -meden önce;conj.;Before antibiotics became widely available, even minor wounds could develop into infections that were difficult or impossible to treat.;Antibiyotikler yaygınlaşmadan önce küçük yaralar bile tedavisi zor ya da imkânsız enfeksiyonlara dönüşebiliyordu.;;after;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
beforehand;Önceden;adv.;If you are coming to the party, please let us know beforehand so we can prepare enough food.;Partiye geliyorsanız, yeterli yiyecek hazırlayabilmemiz için lütfen önceden haber verin.;"previously; in advance; ahead";"afterwards; later";B2;time_frequency;Belirli bir zamandan veya olaydan önce.
beg;yalvarmak, yakarmak, istemek;v.;Families displaced by the flood had to beg local authorities for temporary shelter after emergency accommodation reached capacity.;Sel nedeniyle yerinden olan aileler, acil barınma yerleri dolduktan sonra geçici barınak için yerel yetkililere yalvarmak zorunda kaldı.;"plead; implore; beseech";"demand; insist; give";B2;academic_general;Özellikle yiyecek, para veya iyilik için acil ve içten bir şekilde istemek.
begin;başlamak;v.;The researchers will begin the field survey next Monday.;Araştırmacılar saha çalışmasına gelecek pazartesi başlayacak.;"start; commence";"end; finish";A1;academic_general;Temel seviye kelime. Günlük iletişimde sık kullanılır.
behave;davranmak;v.;Materials can behave differently at extremely low temperatures, becoming more brittle even when their chemical composition remains unchanged.;Malzemeler son derece düşük sıcaklıklarda farklı davranabilir ve kimyasal bileşimleri değişmese bile daha kırılgan hâle gelebilir.;"act; conduct oneself";misbehave;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
behaviour;davranış;n.;The teacher rewarded the students for their excellent behaviour throughout the term.;Öğretmen, öğrencileri dönem boyunca gösterdikleri mükemmel davranış için ödüllendirdi.;"conduct; actions; manner";misbehavior;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
behavioural;davranışsal;adj.;The child is seeing a specialist for his behavioural problems at school.;Çocuk, okuldaki davranış sorunları için bir uzmana görünüyor.;"behavioral; conduct-related";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
behaviourism;davranışçılık;n.;Behaviourism is a theory of learning that focuses on observable behaviors.;Davranışçılık, gözlemlenebilir davranışlara odaklanan bir öğrenme teorisidir.;"behaviorism; learning theory";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
behaviourist;davranış bilimci;n.;A behaviourist would argue that all actions are learned through conditioning.;Bir davranış bilimci, tüm eylemlerin koşullanma yoluyla öğrenildiğini savunur.;"psychologist; therapist";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
behind;arkasında;prep.;Behind the apparent stability of the market lay a growing dependence on cheap credit and rapidly rising property prices.;Piyasanın görünürdeki istikrarının arkasında ucuz krediye artan bağımlılık ve hızla yükselen emlak fiyatları vardı.;at the back of;in front of;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
belief;inanç;n.;It is my firm belief that everyone deserves a second chance.;Herkesin ikinci bir şansı hak ettiğine dair kesin inancım var.;"faith; conviction; opinion";"disbelief; doubt";B1;religion_belief;Orta seviye kelime. Genel iletişimde kullanılır.
believable;inanılabilir;adj.;The plot of the movie was exciting but not very believable.;Filmin konusu heyecan vericiydi ama pek inandırıcı değildi.;"credible; plausible";"unbelievable; implausible";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
believe;inanmak, güvenmek;v.;Many scientists strongly believe that climate change is one of the most pressing challenges facing humanity today.;Birçok bilim insanı, iklim değişikliğinin günümüzde insanlığın karşı karşıya olduğu en acil zorluklardan biri olduğuna güçlü bir şekilde inanıyor.;"trust; accept";"doubt; disbelieve";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
believer;iman sahibi;n.;She is a strong believer in the power of positive thinking.;Pozitif düşüncenin gücüne güçlü bir şekilde inanan biridir.;"follower; devotee; adherent";"skeptic; nonbeliever";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bellow;böğürmek, gürlemek;v.;The angry teacher bellowed at the students to be quiet, his voice echoing through the entire hallway.;Kızgın öğretmen, sesi tüm koridorda yankılanarak öğrencilere sessiz olmaları için böğürdü.;"shout; roar; yell";"whisper; murmur";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
belong;ait olmak;v.;After living in this small town for over twenty years, I finally feel like I truly belong to this community.;Bu küçük kasabada yirmi yıldan fazla yaşadıktan sonra, nihayet bu topluluğa gerçekten ait olduğumu hissediyorum.;"fit in; pertain";;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
belong to;ait olmak;v.;These manuscripts belong to a private foundation but are made available to scholars under a long-term agreement with the university.;"Bu el yazmaları özel bir vakfa aittir; ancak üniversiteyle yapılan uzun vadeli anlaşma kapsamında araştırmacıların kullanımına sunulmaktadır.";be a member;;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
belongings;eşya;n.;"Please take all your belongings with you. The broader context clarifies how ""belongings"" is used in natural English.";"Lütfen tüm eşyalarınızı yanınıza alın. Ek bağlam, ""belongings"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"possessions; things; property";;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
below;altında;prep.;When temperatures fall below freezing, water inside small cracks expands and gradually weakens exposed rock surfaces.;Sıcaklık donma noktasının altına düştüğünde küçük çatlaklardaki su genleşir ve açıkta kalan kaya yüzeylerini zamanla zayıflatır.;"under; beneath";above;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
bemoan;yakınmak, dövünmek;v.;The fans spent hours after the game bemoaning their team's bad luck and the referee's controversial decisions.;Taraftarlar maçtan sonra saatlerce takımlarının kötü şansına ve hakemin tartışmalı kararlarına yakındılar.;"lament; complain; mourn";"celebrate; rejoice; applaud";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
bemuse;şaşırtmak, kafa karıştırmak;v.;The professor's complicated explanation only served to bemuse the students further, leaving them more confused than before.;Profesörün karmaşık açıklaması, öğrencileri daha da şaşırtmaktan başka bir işe yaramadı ve onları öncekinden daha kafası karışmış halde bıraktı.;"confuse; perplex; bewilder";"enlighten; clarify";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
border;"sınır, hudut; sınırı olmak";"n.;v.";The river forms the natural border between the two countries for nearly three hundred kilometres before turning east.;Nehir doğuya dönmeden önce yaklaşık üç yüz kilometre boyunca iki ülke arasındaki doğal sınırı oluşturur.;"boundary; edge; frontier";"interior; center";B2;academic_general;Bir ülkeyi, bölgeyi veya alanı diğerinden ayıran resmi çizgi.
beneath;altında;prep.;Beneath the modern city lies a network of Roman streets, drains, and foundations preserved under later construction.;Modern şehrin altında, daha sonraki yapılaşmanın altında korunmuş Roma yolları, kanallar ve temellerden oluşan bir ağ bulunmaktadır.;"under; underneath";above;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
benefactor;hayırsever, velinimet;n.;The local library was able to expand its children's section thanks to a generous donation from an anonymous benefactor.;Yerel kütüphane, kimliği belirsiz bir hayırseverin cömert bağışı sayesinde çocuk bölümünü genişletebildi.;"donor; patron; sponsor";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
beneficial;faydalı, yararlı;adj.;Regular exposure to natural light is beneficial for sleep because it helps regulate the body's internal clock.;"Doğal ışığa düzenli maruz kalmak uyku için yararlıdır; çünkü vücudun biyolojik saatinin düzenlenmesine yardımcı olur.";"advantageous; helpful; useful";"harmful; detrimental; disadvantageous";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
benefit;faydalanmak;v.;Restoring urban wetlands can benefit both wildlife and residents by reducing flood risk and creating cooler public spaces.;Kentsel sulak alanların yeniden canlandırılması, sel riskini azaltıp daha serin kamusal alanlar yaratarak hem yaban hayatına hem de sakinlere yarar sağlayabilir.;"profit; gain";"lose; suffer";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
benign;iyi huylu, zararsız;adj.;The doctor assured the worried patient that the lump was completely benign and not cancerous, so there was no need for any further treatment or concern.;Doktor endişeli hastaya, kitlenin tamamen iyi huylu ve kanserli olmadığı konusunda güvence verdi, bu nedenle daha fazla tedaviye veya endişeye gerek yoktu.;"harmless; non-malignant";"malignant; harmful; cancerous";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
bent;eğik;adj.;The metal support became bent after repeated loading, indicating that the structure had exceeded its intended design limits.;Metal destek tekrarlanan yüklemenin ardından eğildi ve yapının tasarlanan sınırlarını aştığını gösterdi.;"curved; twisted";straight;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
beside;yanına, yanında;prep.;She sat down beside her best friend and told her everything that had happened.;En yakın arkadaşının yanına oturdu ve ona olan her şeyi anlattı.;"next to; by the side of";away from;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
besides;-e ilaveten, ayrıca;prep.;Besides lowering emissions, efficient buildings reduce household energy bills and can remain comfortable during short power interruptions.;Verimli binalar emisyonları düşürmenin yanı sıra hane enerji faturalarını azaltır ve kısa elektrik kesintilerinde konforunu koruyabilir.;"in addition to; as well as";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
best;en iyi;adj.;She is widely regarded as the best candidate for the position because of her extensive experience.;Kapsamlı deneyimi nedeniyle, pozisyon için en iyi aday olarak yaygın bir şekilde kabul görüyor.;"finest; top; optimal";"worst; poorest";A1;academic_general;Temel seviye kelime. Günlük iletişimde sık kullanılır.
betray;kandırmak, aldatmak;v.;A public institution betrays trust when it conceals information that citizens need to evaluate official decisions.;Bir kamu kurumu, vatandaşların resmî kararları değerlendirmek için ihtiyaç duyduğu bilgileri gizlediğinde güvene ihanet eder.;"deceive; be disloyal";"be loyal; protect";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
better;daha iyi;adj.;We need to find a better solution to this problem, as the current one is not working well.;Bu soruna daha iyi bir çözüm bulmalıyız, çünkü mevcut olan pek işe yaramıyor.;"superior; finer; preferable";"worse; inferior";A1;academic_general;Temel seviye kelime. Günlük iletişimde sık kullanılır.
between;arasına, arasında;prep.;The narrow valley forms a natural corridor between two mountain ranges that would otherwise be difficult to cross.;Dar vadi, aksi hâlde geçilmesi zor olacak iki dağ sırası arasında doğal bir koridor oluşturur.;"amidst; among";;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
between ... and ...;... ile ... arasında;prep.;"Choose between the red and the blue. The broader context clarifies how ""between ... and ..."" is used in natural English.";"Kırmızı ile mavi arasında seçim yap. Ek bağlam, ""between ... and ..."" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";;;A1;academic_general;Temel seviye kelime. Günlük iletişimde sık kullanılır.
beware;sakınmak, çekinmek;v.;Travellers should beware of unofficial taxis at the airport, particularly when fares are not displayed before the journey begins.;Yolcular, özellikle ücretler yolculuk başlamadan gösterilmiyorsa havaalanındaki resmî olmayan taksilere karşı dikkatli olmalıdır.;"watch out; be careful; heed";"ignore; disregard";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bewilder;şaşırtmak, hayrette bırakmak;v.;Conflicting instructions can bewilder inexperienced users, especially when warning messages use technical terms without explanation.;Çelişkili talimatlar, özellikle uyarı mesajları açıklama yapmadan teknik terimler kullandığında deneyimsiz kullanıcıların kafasını karıştırabilir.;"confuse; perplex; baffle";"enlighten; clarify; explain";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
beyond;ötesine, ötesinde;prep.;"The beauty of the landscape was beyond description; it was simply breathtaking.";"Manzaranın güzelliği tarifin ötesindeydi; nefes kesiciydi.";"further than; exceeding";within;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
beyond borders;sınırlar ötesinde;phr. v.;"Their love story goes beyond borders. The broader context clarifies how ""beyond borders"" is used in natural English.";"Aşk hikayeleri sınırların ötesine geçer. Ek bağlam, ""beyond borders"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"transcending boundaries; international";within borders;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
beyond recognition;tanınamayacak kadar;phr. v.;"The town has changed beyond recognition. The broader context clarifies how ""beyond recognition"" is used in natural English.";"Kasaba tanınamayacak kadar değişmiş. Ek bağlam, ""beyond recognition"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"unrecognizably; completely";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
bother;"rahatsızlık vermek, can sıkmak, sinir bozmak; zahmet, dert, sıkıntı, sorun";"n.;v.";It does not bother most residents that the wind turbines are visible, provided that noise remains within agreed limits.;Gürültü üzerinde anlaşılan sınırlar içinde kaldığı sürece rüzgâr türbinlerinin görünür olması çoğu bölge sakinini rahatsız etmez.;"annoy; disturb; trouble; nuisance";"comfort; please; delight";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
big;büyük;adj.;One big challenge for renewable power systems is storing enough energy to cover long periods of low wind and sunlight.;Yenilenebilir enerji sistemleri için büyük zorluklardan biri, uzun süreli düşük rüzgâr ve güneş dönemlerini karşılayacak kadar enerji depolamaktır.;"large; huge";"small; tiny";A1;academic_general;Temel seviye kelime. Günlük iletişimde sık kullanılır.
bilateral;ikili, iki yönlü, iki taraflı;adj.;The bilateral agreement created a shared system for monitoring water quality on both sides of the border.;İkili anlaşma, sınırın her iki tarafında su kalitesini izlemek için ortak bir sistem oluşturdu.;"mutual; reciprocal; two-sided";"unilateral; multilateral";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
bind;bağlamak;v.;Please bind the papers securely before submitting the report.;Raporu teslim etmeden önce kâğıtları sağlam biçimde bağlayın.;"tie; fasten";"untie; release";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
birthday;Doğumgünü;n.;We are planning a surprise party for my mother's sixtieth birthday next week.;Önümüzdeki hafta annemin altmışıncı doğum günü için sürpriz bir parti planlıyoruz.;;;A1;daily_life;Bir kişinin doğduğu günün yıldönümü.
bit;parça / biraz;n.;Add a bit of sugar if the sauce tastes too acidic.;Sosun tadı fazla ekşiyse biraz şeker ekleyin.;"piece; fragment";"lot; mass";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
bitter;acı;adj.;The dispute became bitter after negotiations collapsed and both sides began accusing the other of acting in bad faith.;Görüşmeler çöktükten ve iki taraf da diğerini kötü niyetle hareket etmekle suçlamaya başladıktan sonra anlaşmazlık sertleşti.;"sour; sharp";"sweet; mild";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bizarre;tuhaf, acayip;adj.;The old house was filled with a bizarre collection of strange objects, from antique dolls to unusual scientific instruments.;Eski ev, antika bebeklerden sıradışı bilimsel aletlere kadar tuhaf bir nesne koleksiyonuyla doluydu.;"weird; strange; odd; peculiar";"normal; ordinary";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bizarrely;tuhaf bir biçimde, garip bir şekilde;adv.;Bizarrely, the software reported normal conditions even while several sensors were simultaneously recording values far outside their expected range.;Garip bir biçimde, birkaç sensör aynı anda beklenen aralığın çok dışında değerler kaydederken yazılım normal koşullar bildiriyordu.;"strangely; oddly; weirdly";"normally; usually; typically";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
bladder;"Mesane, Kese; İç Lastik";n.;A healthy bladder can store urine until it is convenient to go to the toilet.;Sağlıklı bir mesane, tuvalete gitmek uygun olana kadar idrarı depolayabilir.;;;B2;anatomy_physiology;İdrarın toplandığı organ.
blade;"Ustura; Bıçak";n.;"Be careful with that knife; its blade is extremely sharp and can cut deeply.";"O bıçağa dikkat et; ağzı son derece keskindir ve derin kesebilir.";"edge; cutter; sword";;B2;academic_general;Kesmek için kullanılan bir aletin keskin kısmı.
blame;suçlamak;v.;It is unfair to blame individual consumers for plastic waste when packaging choices are largely determined by manufacturers and retailers.;Ambalaj seçenekleri büyük ölçüde üreticiler ve perakendeciler tarafından belirlenirken plastik atık için bireysel tüketicileri suçlamak adil değildir.;"accuse; condemn";"praise; exonerate";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
blame for;suçlamak;phr. v.;"Don't blame me for the mistake. The broader context clarifies how ""blame for"" is used in natural English.";"Hata için beni suçlama. Ek bağlam, ""blame for"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"hold responsible for; fault";absolve of;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
blank;boş;adj.;Please leave this section blank if the question does not apply to you.;Soru sizin için geçerli değilse lütfen bu bölümü boş bırakın.;"empty; clean";"filled; marked";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
blatant;bariz, göze batan;adj.;His blatant disregard for the company's rules eventually led to his dismissal after several warnings from his manager.;Şirket kurallarına yönelik bariz saygısızlığı, yöneticisinden gelen birkaç uyarının ardından nihayet işten çıkarılmasına yol açtı.;"obvious; flagrant; overt";"subtle; hidden; inconspicuous";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
bleeding;kanama;n.;The highly experienced brave emergency doctor worked incredibly fast to completely strongly stop the terribly severe internal bleeding immediately.;Son derece deneyimli cesur acil durum doktoru, korkunç derecede şiddetli iç kanamayı hemen tamamen güçlü bir şekilde durdurmak için inanılmaz derecede hızlı çalıştı.;"hemorrhage; blood loss";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
